plot_id,plot_name,plot_gradient,farmer_kn_soil,soil_texture,latitude,longitude,altitude,accuracy,farmer_id,farmer_name,community_id,community_label,country_id,country_label
227,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,114,Farmer 2,29,Community 1,MZ,Mozambique
230,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,115,Farmer 3 ,29,Community 1,MZ,Mozambique
229,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,115,Farmer 3 ,29,Community 1,MZ,Mozambique
232,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,116,Farmer 4,29,Community 1,MZ,Mozambique
231,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,116,Farmer 4,29,Community 1,MZ,Mozambique
234,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,117,Farmer 1,30,Community 2,MZ,Mozambique
233,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,117,Farmer 1,30,Community 2,MZ,Mozambique
235,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,118,Farmer 2,30,Community 2,MZ,Mozambique
236,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,118,Farmer 2,30,Community 2,MZ,Mozambique
237,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,119,Farmer 3 ,30,Community 2,MZ,Mozambique
238,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,119,Farmer 3 ,30,Community 2,MZ,Mozambique
239,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,120,Farmer 4,30,Community 2,MZ,Mozambique
240,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,120,Farmer 4,30,Community 2,MZ,Mozambique
241,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,121,Farmer 1,31,Community 3,MZ,Mozambique
242,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,121,Farmer 1,31,Community 3,MZ,Mozambique
243,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,122,Farmer 2,31,Community 3,MZ,Mozambique
244,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,122,Farmer 2,31,Community 3,MZ,Mozambique
245,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,123,Farmer 3 ,31,Community 3,MZ,Mozambique
246,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,123,Farmer 3 ,31,Community 3,MZ,Mozambique
247,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,124,Farmer 4,31,Community 3,MZ,Mozambique
248,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,124,Farmer 4,31,Community 3,MZ,Mozambique
249,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,125,Farmer 1,32,Community 4,MZ,Mozambique
250,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,125,Farmer 1,32,Community 4,MZ,Mozambique
252,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,126,Farmer 2,32,Community 4,MZ,Mozambique
251,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,126,Farmer 2,32,Community 4,MZ,Mozambique
254,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,127,Farmer 3 ,32,Community 4,MZ,Mozambique
253,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,127,Farmer 3 ,32,Community 4,MZ,Mozambique
256,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,128,Farmer 4,32,Community 4,MZ,Mozambique
255,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,128,Farmer 4,32,Community 4,MZ,Mozambique
258,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,129,Farmer 1,33,Community 1,NE,Niger
257,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,129,Farmer 1,33,Community 1,NE,Niger
260,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,130,Farmer 2,33,Community 1,NE,Niger
259,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,130,Farmer 2,33,Community 1,NE,Niger
262,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,131,Farmer 3 ,33,Community 1,NE,Niger
261,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,131,Farmer 3 ,33,Community 1,NE,Niger
263,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,132,Farmer 4,33,Community 1,NE,Niger
264,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,132,Farmer 4,33,Community 1,NE,Niger
265,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,133,Farmer 1,34,Community 2,NE,Niger
266,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,133,Farmer 1,34,Community 2,NE,Niger
267,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,134,Farmer 2,34,Community 2,NE,Niger
268,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,134,Farmer 2,34,Community 2,NE,Niger
269,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,135,Farmer 3 ,34,Community 2,NE,Niger
270,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,135,Farmer 3 ,34,Community 2,NE,Niger
271,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,136,Farmer 4,34,Community 2,NE,Niger
272,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,136,Farmer 4,34,Community 2,NE,Niger
273,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,137,Farmer 1,35,Community 3,NE,Niger
274,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,137,Farmer 1,35,Community 3,NE,Niger
275,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,138,Farmer 2,35,Community 3,NE,Niger
276,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,138,Farmer 2,35,Community 3,NE,Niger
278,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,139,Farmer 3 ,35,Community 3,NE,Niger
277,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,139,Farmer 3 ,35,Community 3,NE,Niger
280,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,140,Farmer 4,35,Community 3,NE,Niger
279,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,140,Farmer 4,35,Community 3,NE,Niger
282,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,141,Farmer 1,36,Community 4,NE,Niger
281,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,141,Farmer 1,36,Community 4,NE,Niger
284,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,142,Farmer 2,36,Community 4,NE,Niger
283,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,142,Farmer 2,36,Community 4,NE,Niger
286,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,143,Farmer 3 ,36,Community 4,NE,Niger
285,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,143,Farmer 3 ,36,Community 4,NE,Niger
288,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,144,Farmer 4,36,Community 4,NE,Niger
287,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,144,Farmer 4,36,Community 4,NE,Niger
290,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,145,Farmer 1,37,Community 1,PE,Peru
289,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,145,Farmer 1,37,Community 1,PE,Peru
291,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,146,Farmer 2,37,Community 1,PE,Peru
292,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,146,Farmer 2,37,Community 1,PE,Peru
293,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,147,Farmer 3 ,37,Community 1,PE,Peru
294,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,147,Farmer 3 ,37,Community 1,PE,Peru
295,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,148,Farmer 4,37,Community 1,PE,Peru
296,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,148,Farmer 4,37,Community 1,PE,Peru
297,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,149,Farmer 1,38,Community 2,PE,Peru
298,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,149,Farmer 1,38,Community 2,PE,Peru
299,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,150,Farmer 2,38,Community 2,PE,Peru
300,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,150,Farmer 2,38,Community 2,PE,Peru
301,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,151,Farmer 3 ,38,Community 2,PE,Peru
302,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,151,Farmer 3 ,38,Community 2,PE,Peru
303,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,152,Farmer 4,38,Community 2,PE,Peru
304,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,152,Farmer 4,38,Community 2,PE,Peru
306,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,153,Farmer 1,39,Community 3,PE,Peru
305,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,153,Farmer 1,39,Community 3,PE,Peru
308,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,154,Farmer 2,39,Community 3,PE,Peru
307,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,154,Farmer 2,39,Community 3,PE,Peru
310,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,155,Farmer 3 ,39,Community 3,PE,Peru
309,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,155,Farmer 3 ,39,Community 3,PE,Peru
312,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,156,Farmer 4,39,Community 3,PE,Peru
311,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,156,Farmer 4,39,Community 3,PE,Peru
314,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,157,Farmer 1,40,Community 4,PE,Peru
313,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,157,Farmer 1,40,Community 4,PE,Peru
316,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,158,Farmer 2,40,Community 4,PE,Peru
315,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,158,Farmer 2,40,Community 4,PE,Peru
318,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,159,Farmer 3 ,40,Community 4,PE,Peru
317,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,159,Farmer 3 ,40,Community 4,PE,Peru
320,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,160,Farmer 4,40,Community 4,PE,Peru
319,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,160,Farmer 4,40,Community 4,PE,Peru
321,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,161,Farmer 1,41,Community 1,TZ,United Republic of Tanzania
322,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,161,Farmer 1,41,Community 1,TZ,United Republic of Tanzania
323,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,162,Farmer 2,41,Community 1,TZ,United Republic of Tanzania
324,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,162,Farmer 2,41,Community 1,TZ,United Republic of Tanzania
325,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,163,Farmer 3 ,41,Community 1,TZ,United Republic of Tanzania
326,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,163,Farmer 3 ,41,Community 1,TZ,United Republic of Tanzania
327,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,164,Farmer 4,41,Community 1,TZ,United Republic of Tanzania
328,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,164,Farmer 4,41,Community 1,TZ,United Republic of Tanzania
329,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,165,Farmer 1,42,Community 2,TZ,United Republic of Tanzania
330,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,165,Farmer 1,42,Community 2,TZ,United Republic of Tanzania
332,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,166,Farmer 2,42,Community 2,TZ,United Republic of Tanzania
331,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,166,Farmer 2,42,Community 2,TZ,United Republic of Tanzania
334,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,167,Farmer 3 ,42,Community 2,TZ,United Republic of Tanzania
333,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,167,Farmer 3 ,42,Community 2,TZ,United Republic of Tanzania
336,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,168,Farmer 4,42,Community 2,TZ,United Republic of Tanzania
335,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,168,Farmer 4,42,Community 2,TZ,United Republic of Tanzania
338,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,169,Farmer 1,43,Community 3,TZ,United Republic of Tanzania
337,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,169,Farmer 1,43,Community 3,TZ,United Republic of Tanzania
340,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,170,Farmer 2,43,Community 3,TZ,United Republic of Tanzania
339,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,170,Farmer 2,43,Community 3,TZ,United Republic of Tanzania
342,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,171,Farmer 3 ,43,Community 3,TZ,United Republic of Tanzania
341,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,171,Farmer 3 ,43,Community 3,TZ,United Republic of Tanzania
344,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,172,Farmer 4,43,Community 3,TZ,United Republic of Tanzania
343,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,172,Farmer 4,43,Community 3,TZ,United Republic of Tanzania
346,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,173,Farmer 1,44,Community 4,TZ,United Republic of Tanzania
345,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,173,Farmer 1,44,Community 4,TZ,United Republic of Tanzania
348,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,174,Farmer 2,44,Community 4,TZ,United Republic of Tanzania
347,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,174,Farmer 2,44,Community 4,TZ,United Republic of Tanzania
349,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,175,Farmer 3 ,44,Community 4,TZ,United Republic of Tanzania
350,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,175,Farmer 3 ,44,Community 4,TZ,United Republic of Tanzania
351,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,176,Farmer 4,44,Community 4,TZ,United Republic of Tanzania
352,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,176,Farmer 4,44,Community 4,TZ,United Republic of Tanzania
353,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,177,Farmer 1,45,Community 1,UG,Uganda
354,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,177,Farmer 1,45,Community 1,UG,Uganda
355,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,178,Farmer 2,45,Community 1,UG,Uganda
356,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,178,Farmer 2,45,Community 1,UG,Uganda
357,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,179,Farmer 3 ,45,Community 1,UG,Uganda
358,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,179,Farmer 3 ,45,Community 1,UG,Uganda
360,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,180,Farmer 4,45,Community 1,UG,Uganda
359,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,180,Farmer 4,45,Community 1,UG,Uganda
362,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,181,Farmer 1,46,Community 2,UG,Uganda
361,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,181,Farmer 1,46,Community 2,UG,Uganda
364,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,182,Farmer 2,46,Community 2,UG,Uganda
363,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,182,Farmer 2,46,Community 2,UG,Uganda
366,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,183,Farmer 3 ,46,Community 2,UG,Uganda
365,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,183,Farmer 3 ,46,Community 2,UG,Uganda
368,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,184,Farmer 4,46,Community 2,UG,Uganda
367,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,184,Farmer 4,46,Community 2,UG,Uganda
370,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,185,Farmer 1,47,Community 3,UG,Uganda
369,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,185,Farmer 1,47,Community 3,UG,Uganda
372,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,186,Farmer 2,47,Community 3,UG,Uganda
371,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,186,Farmer 2,47,Community 3,UG,Uganda
374,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,187,Farmer 3 ,47,Community 3,UG,Uganda
373,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,187,Farmer 3 ,47,Community 3,UG,Uganda
375,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,188,Farmer 4,47,Community 3,UG,Uganda
376,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,188,Farmer 4,47,Community 3,UG,Uganda
377,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,189,Farmer 1,48,Community 4,UG,Uganda
378,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,189,Farmer 1,48,Community 4,UG,Uganda
379,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,190,Farmer 2,48,Community 4,UG,Uganda
380,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,190,Farmer 2,48,Community 4,UG,Uganda
381,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,191,Farmer 3 ,48,Community 4,UG,Uganda
382,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,191,Farmer 3 ,48,Community 4,UG,Uganda
383,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,192,Farmer 4,48,Community 4,UG,Uganda
384,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,192,Farmer 4,48,Community 4,UG,Uganda
